Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Label
0.5745518366951157,0.5993197237197588,0.7054966000104519,0.6554259308533886,0.646280309033261,0.7798664169857921,0.7492616991230677,0.7564968925434152,0.7361639724153644,0.7592853976811392,0.7159169358995155,0.746071421596727,0.7612244061401049,0.7411601781514372,0.7194284303856416,0.7571060879386795,0.7603712383213996,0.7274692445598403,0.7233316374437698,0.7235465730411437,1
0.5780637399544436,0.6210650790994681,0.7006146139136382,0.6418121753443383,0.7326520787406927,0.7723036739079757,0.7504350159073027,0.797175808617139,0.7608819309977066,0.7069716599662497,0.7385683935496248,0.7384841029867518,0.688934081079901,0.7706955029436087,0.7622971198301016,0.761651323623406,0.7353071121017769,0.7377247618679503,0.7264877333247013,0.6955663964463736,8
0.5855063683489228,0.6233643405880285,0.7007562267587056,0.6377310967196076,0.7281319612777606,0.7743760717873066,0.748334365200632,0.7871561694867305,0.7363991973775853,0.7205536831990209,0.7497430613302695,0.7350878136048999,0.696049311951175,0.7586743011443532,0.7565447822771232,0.7538897276166039,0.7555000759427923,0.7274213156542697,0.7353284436421627,0.6951230023782788,8
0.5728459497455052,0.6175167280604976,0.684665566571759,0.6836036024958414,0.6802242217820288,0.7706197103729937,0.8322732303107204,0.7538882378772678,0.7392018595799673,0.7523340880016454,0.7198087130662929,0.7224799469001482,0.7466252567753495,0.7529284769582465,0.762939126395843,0.7392801056434868,0.7612979179152954,0.7381526979352371,0.71311031726246,0.7087167087258792,6
0.5830129982043801,0.6160576853065358,0.7232762387629162,0.6460265203266999,0.7442842215381664,0.7874045837970275,0.777376906690364,0.8185335335074229,0.7809829193093633,0.7298349777073727,0.7664971769160037,0.731892078267987,0.6729461728306022,0.7599903448260279,0.7561677794122132,0.7385356702298029,0.7543904857904651,0.735931883600424,0.7130043511958002,0.6890212431585584,5
0.5726062918451824,0.5606124689243839,0.6616555662897363,0.6964230240870499,0.6987689470297471,0.7499314405214864,0.7002278866886177,0.7547245795547394,0.7963548419461108,0.7557651842796271,0.7464134748582907,0.7056544146698497,0.7699199688375544,0.7594511039901597,0.6957070751777388,0.7076098166298384,0.7330297365122004,0.7196107769116532,0.6824112854499468,0.6946909201687678,4
0.5624560632972443,0.5627859914462934,0.6756561578764915,0.6354340230223554,0.7210846391258539,0.762925757262952,0.7675080886743451,0.8011756334909259,0.7687541278440628,0.7599867964201344,0.7199817037060074,0.72868827010005,0.7201803654041934,0.7555488654407425,0.7410350841597662,0.7466949215479821,0.7587501823071203,0.7437010535376338,0.7178184527141915,0.693554574589127,2
0.6219811981496242,0.6540528816286413,0.7176828597652153,0.6545104375762337,0.7625323631240507,0.7952673448323904,0.7941610721560524,0.8035910702699768,0.8126317480875276,0.8031831399160211,0.7942666021195137,0.7573910404816305,0.7228742638222592,0.7692674778555919,0.7619671602801301,0.7723411803363778,0.738344027723471,0.7406263238971205,0.7365953301345902,0.6980959277964123,8
0.5671544577101822,0.579177066434241,0.6783362289302864,0.6179081952712976,0.6575561116784991,0.7497544272809636,0.7184163837878562,0.7449387125583415,0.7089479985391357,0.699466210219847,0.6649848755747201,0.668409856240364,0.6957007269485821,0.702236757557409,0.6982875151973521,0.7019849232382824,0.7180421132567099,0.7139079088402984,0.6747342006428579,0.6783083922686537,9
0.5740421747254747,0.6258800345401083,0.7139118311072555,0.6494262520891245,0.7349273517612958,0.7943967477489416,0.7584839707361426,0.8030102875960797,0.7792971428540437,0.7725991892105486,0.7669464313973,0.7446711439675806,0.7163558528712024,0.7646711906827082,0.7448520065390168,0.7418788240253957,0.7554003197336758,0.7199869863684949,0.7256832590868237,0.6986192683975827,8
0.5672182557100606,0.4987550543548195,0.6551697238449901,0.6815924161911645,0.6981807539474866,0.6782704398085562,0.7333109842098415,0.7528047277970434,0.7080337439550783,0.6995737647864799,0.6813029962901069,0.7195045947795013,0.710281765204625,0.7086196875626879,0.7026928137149311,0.722918596081729,0.7355679399079011,0.7064191981850115,0.7066652964341854,0.6754508320690455,7
0.5870996401106104,0.5506178309443446,0.6384621993956954,0.6359008126997958,0.6534236755120322,0.7319261301086541,0.7363874844607594,0.7339839670880803,0.6435256528012139,0.7010279043795807,0.7211597607597071,0.7097420951428854,0.7255579121838687,0.7506426921700362,0.7094368675167526,0.7192362968966407,0.7432843420142967,0.7189022121409449,0.6797426204356327,0.6744750157275581,3
0.5881394438398184,0.6390078677567852,0.7364116530573986,0.6708333032187347,0.7568328319617881,0.7920911265306275,0.782803729366799,0.8013428550171505,0.7804495714736024,0.7786662268340757,0.780958417878137,0.7637242392941511,0.7161557452645915,0.76599636081456,0.7586547525830565,0.7526317406244718,0.7519291451062373,0.7258036829037227,0.7327910818015353,0.692386191770916,8
0.5658057294237704,0.5723200455893266,0.6746933358781161,0.6394862362124824,0.7152003939262126,0.7754672324087384,0.7665621616192236,0.7998872422386956,0.755814806547018,0.7625450792010025,0.716167673516347,0.7402449332708633,0.7414886896314943,0.7684289722845044,0.7328970685330959,0.7501904091769132,0.7638227159901392,0.744295787094849,0.7117091830114971,0.6971756962143394,2
0.5712975987909408,0.597775627167057,0.6996928926975875,0.6606318605136534,0.6286594026086099,0.7706062498365036,0.7413445151203256,0.7407913797031885,0.7168388359909696,0.7482345084230511,0.7240624292236457,0.7367808916376818,0.7671553749055182,0.736726727691464,0.7037587409004507,0.7481100455443979,0.7601741619002812,0.7321664936287703,0.7288421745911154,0.7265619871722767,1
0.5721002426717806,0.6046556985765108,0.7157741816164036,0.6361544991765287,0.7283784354697126,0.7679016178187554,0.758431992551866,0.8126518973335042,0.773578116361922,0.7117924586591409,0.7523981488575955,0.7245101113117555,0.6633358297797969,0.7514247149836875,0.7351694159090456,0.7393994578155016,0.7499576387875501,0.7207181270790636,0.6958033375967048,0.6864201757894827,5
0.5277748840923283,0.5569452196036697,0.6623441354096403,0.705413320481555,0.6370145838926655,0.6483770258829543,0.7405831453376164,0.7809940592502611,0.7491616263714422,0.740830588926063,0.7763620887011139,0.7640615470956229,0.7303240886081106,0.7316269569513718,0.7071847313762131,0.6940022411622417,0.6939165895096571,0.6989035558241135,0.670389496413236,0.710200502534273,0
